date,Open,High,Low,Close,Volume,HL_PCT,PCT_change,MA7,MA21,MA50,MA200,STD21,Return,Target
2025-06-19,104886.7734375,105250.890625,103940.7734375,104684.2890625,37333806920,0.012514936092442835,-0.0019305043749930635,105440.12723214286,105759.91555059524,104506.03046875,95859.740625,1986.3533357133613,-0.0018977187896134229,-0.013131746055793259
2025-06-20,104681.03125,106539.3828125,102372.2109375,103309.6015625,50951862476,0.040336733585009076,-0.013101033407138888,105042.7890625,105727.10751488095,104642.37578125,95896.962109375,2022.264688006128,-0.013131746055793259,-0.010184874363913243
2025-06-21,103315.078125,104015.78125,100973.0625,102257.40625,38360555118,0.029755485314786185,-0.010237342837028417,104583.50334821429,105613.74144345238,104749.3225,95928.2383203125,2149.1169822205225,-0.010184874363913243,-0.012422235919953284
2025-06-22,102212.03125,103351.6328125,98286.203125,100987.140625,65536997201,0.050159155474157675,-0.01198382039785556,103931.37723214286,105391.60044642857,104851.229375,95939.3313671875,2374.2552582463723,-0.012422235919953284,0.04545759771084712
2025-06-23,100987.4765625,106116.859375,99705.75,105577.7734375,65237759656,0.06072404414547777,0.045454119968619255,103757.23660714286,105377.13578869047,105076.4653125,95984.2523828125,2372.0454787349067,0.04545759771084712,0.004431419225533917
2025-06-24,105571.515625,106316.828125,104740.2421875,106045.6328125,48822986421,0.014867052000977468,0.00449095747743273,103963.59598214286,105406.33407738095,105302.416875,96014.8769921875,2376.530225524784,0.004431419225533917,0.012406215749838134
2025-06-25,106047.40625,108168.3984375,105881.390625,107361.2578125,51624120283,0.021301984152366414,0.012389285216487791,104317.5859375,105531.53757440476,105513.5925,96052.0666015625,2408.2743128294283,0.012406215749838134,-0.003737454466123835
2025-06-26,107375.0703125,108305.546875,106666.3515625,106960.0,43891990613,0.015325311448204936,-0.0038656115548236325,104642.6875,105787.92075892857,105712.14609375,96080.6865234375,2247.3226381430777,-0.003737454466123835,0.0012007263229245613
2025-06-27,106954.921875,107772.46875,106449.9921875,107088.4296875,45353692675,0.01234938794376931,0.001248262447015134,105182.52008928571,105916.40104166667,105789.08546875,96128.965078125,2240.5427013506524,0.0012007263229245613,0.002234353778444831
2025-06-28,107090.546875,107567.8828125,106883.9765625,107327.703125,30037708335,0.006372131612687952,0.0022145395361256063,105906.84821428571,105997.92857142857,105876.2225,96182.2264453125,2260.1145742462163,0.002234353778444831,0.009856422495764683
2025-06-29,107327.8203125,108526.3046875,107230.109375,108385.5703125,35534874438,0.011959113272761099,0.009855319868792756,106963.76674107143,106121.35342261905,105950.00734375,96218.289140625,2318.4213693079214,0.009856422495764683,-0.011535062936840146
2025-06-30,108383.4375,108798.7890625,106759.6484375,107135.3359375,42064804590,0.01903331526574558,-0.011515611529667529,107186.27566964286,105970.93601190476,106010.586875,96253.7508203125,2128.881784746528,-0.011535062936840146,-0.013413452013053329
2025-07-01,107144.3828125,107550.6796875,105270.2265625,105698.28125,44110692247,0.021575120219847473,-0.01349675572848874,107136.65401785714,105753.84300595238,106068.2934375,96274.9459375,1888.8491627486537,-0.013413452013053329,0.02990624847553991
2025-07-02,105703.1015625,109763.65625,105157.3984375,108859.3203125,56248657737,0.04231385791567428,0.029859282304349366,107350.66294642857,105762.06659226191,106162.08359375,96312.3776953125,1902.5822202258507,0.02990624847553991,0.007244728772290987
2025-07-03,108845.015625,110541.4609375,108605.796875,109647.9765625,50494742270,0.017653440794656708,0.007377103424436207,107734.65959821429,105939.15811011905,106284.25484375,96339.1241015625,2083.38911209115,0.007244728772290987,-0.014716556343200904
2025-07-04,109635.65625,109751.984375,107296.3828125,108034.3359375,42616442656,0.022729825117086978,-0.014605835065633586,107869.7890625,106031.69940476191,106370.04875,96349.1471875,2133.038745429498,-0.014716556343200904,0.0018220480395592098
